Differences in Semantics of ZAI and ZHENGZAI,,,,,
Verbs,Situation Type,ZAI,ZHENGZAI,[+Durative/-Durative],[+Dynamic/-Dynamic]
怀疑,State,3,0,[+Durative],[-Dynamic]
怀疑是土匪干的,State,1,0,[+Durative],[-Dynamic]
怀疑我杨子荣是否能胜利完成这一任务,State,1,0,[+Durative],[-Dynamic]
流血,Activity,14,1,[+Durative],[+Dynamic]
流血化脓,Activity,1,0,[+Durative],[+Dynamic]
流血流汗,Activity,1,0,[+Durative],[+Dynamic]
乱收费,Activity,1,0,[+Durative],[+Dynamic]
落,Activity,3,0,[+Durative],[+Dynamic]
落泪,Activity,2,1,[+Durative],[+Dynamic]
落雨,Activity,1,0,[+Durative],[+Dynamic]
骂,Activity,7,0,[+Durative],[+Dynamic]
骂“老混蛋”,Activity,1,0,[+Durative],[+Dynamic]
骂范懿,Activity,1,0,[+Durative],[+Dynamic]
骂妇女落后,Activity,1,0,[+Durative],[+Dynamic]
骂街,Activity,1,0,[+Durative],[+Dynamic]
骂那轮船道,Activity,1,0,[+Durative],[+Dynamic]
骂那杀人的机器,Activity,1,0,[+Durative],[+Dynamic]
骂人,Activity,4,0,[+Durative],[+Dynamic]
骂谁,Activity,2,0,[+Durative],[+Dynamic]
骂四弟,Activity,1,0,[+Durative],[+Dynamic]
骂他,Activity,1,0,[+Durative],[+Dynamic]
骂他给难题别人做,Activity,1,0,[+Durative],[+Dynamic]
骂她,Activity,1,0,[+Durative],[+Dynamic]
骂我,Activity,5,0,[+Durative],[+Dynamic]
骂我们,Activity,0,1,[+Durative],[+Dynamic]
骂贼秃,Activity,1,0,[+Durative],[+Dynamic]
骂治安员娶了人家闺女,Activity,1,0,[+Durative],[+Dynamic]
骂自己,Activity,1,0,[+Durative],[+Dynamic]
埋东西,Activity,1,2,[+Durative],[+Dynamic]
埋伤兵,Activity,1,0,[+Durative],[+Dynamic]
埋头干活,Activity,1,0,[+Durative],[+Dynamic]
埋怨,Activity,2,1,[+Durative],[+Dynamic]
埋怨儿子,Activity,0,1,[+Durative],[+Dynamic]
埋怨合作化,Activity,1,0,[+Durative],[+Dynamic]
埋怨你,Activity,1,0,[+Durative],[+Dynamic]
埋怨社干部,Activity,1,0,[+Durative],[+Dynamic]
埋怨天气,Activity,1,0,[+Durative],[+Dynamic]
埋怨我,Activity,1,0,[+Durative],[+Dynamic]
买东西,Activity,1,0,[+Durative],[+Dynamic]
买房子,Activity,1,0,[+Durative],[+Dynamic]
买花线,Activity,0,1,[+Durative],[+Dynamic]
买教训,Activity,1,0,[+Durative],[+Dynamic]
买米,Activity,1,0,[+Durative],[+Dynamic]
买票,Activity,1,0,[+Durative],[+Dynamic]
买肉,Activity,0,1,[+Durative],[+Dynamic]
买田,Activity,1,0,[+Durative],[+Dynamic]
买土卖土,Activity,1,0,[+Durative],[+Dynamic]
买西瓜,Activity,0,1,[+Durative],[+Dynamic]
买小菜,Activity,1,0,[+Durative],[+Dynamic]
买烟抽,Activity,1,0,[+Durative],[+Dynamic]
买药,Activity,1,0,[+Durative],[+Dynamic]
迈进,Transition,1,5,[+Durative],[+Dynamic]
卖,Activity,3,0,[+Durative],[+Dynamic]
卖果子,Activity,1,0,[+Durative],[+Dynamic]
卖烤羊肉串,Activity,1,0,[+Durative],[+Dynamic]
卖书,Activity,1,0,[+Durative],[+Dynamic]
卖西瓜,Activity,1,0,[+Durative],[+Dynamic]
卖羊,Activity,1,0,[+Durative],[+Dynamic]
卖鱼,Activity,1,0,[+Durative],[+Dynamic]
满足人们的消遣和娱乐,Transition,1,0,[-Durative],[+Dynamic]
蔓延,Activity,8,4,[+Durative],[+Dynamic]
忙,Activity,8,2,[+Durative],[+Dynamic]
忙各人,Activity,1,0,[+Durative],[+Dynamic]
忙工作,Activity,1,0,[+Durative],[+Dynamic]
忙另外一件更“重要”的事,Activity,1,0,[+Durative],[+Dynamic]
忙碌,Activity,4,1,[+Durative],[+Dynamic]
忙什么,Activity,5,0,[+Durative],[+Dynamic]
忙生产,Activity,1,0,[+Durative],[+Dynamic]
忙些什么,Activity,2,0,[+Durative],[+Dynamic]
忙这个,Activity,1,0,[+Durative],[+Dynamic]
忙这事,Activity,1,0,[+Durative],[+Dynamic]
冒,Activity,1,0,[+Durative],[+Dynamic]
冒充伟大的先知,Activity,1,0,[+Durative],[+Dynamic]
冒出火苗,Transition,1,0,[+Durative],[+Dynamic]
冒火,Activity,1,0,[+Durative],[+Dynamic]
冒泡,Activity,1,0,[+Durative],[+Dynamic]
冒泡泡,Activity,1,0,[+Durative],[+Dynamic]
冒气,Activity,1,0,[+Durative],[+Dynamic]
冒热气,Activity,1,1,[+Durative],[+Dynamic]
冒酸水,Activity,1,0,[+Durative],[+Dynamic]
冒烟,Activity,6,2,[+Durative],[+Dynamic]
冒著汽流出,Activity,1,0,[+Durative],[+Dynamic]
怀疑自己是不是中了匪徒的诡计而误入歧途,State,1,0,[+Durative],[-Dynamic]
活,State,1,0,[+Durative],[-Dynamic]
描眉和化妆,Activity,0,1,[+Durative],[+Dynamic]
描他对面的那个裸体美人的轮廓,Activity,1,0,[+Durative],[+Dynamic]
灭亡,Transition,2,0,[+Durative],[+Dynamic]
摸牌,Activity,0,1,[+Durative],[+Dynamic]
摸索,Activity,4,0,[+Durative],[+Dynamic]
摸索和寻找自己在商业和市场上的位置,Activity,1,0,[+Durative],[+Dynamic]
摸索进行,Activity,1,0,[+Durative],[+Dynamic]
摸索研究制造冰毒,Activity,1,0,[+Durative],[+Dynamic]
摸索一条最有效的途径,Activity,1,0,[+Durative],[+Dynamic]
摸一个糖浆一样的小瓶子,Activity,1,0,[+Durative],[+Dynamic]
摸鱼,Activity,0,1,[+Durative],[+Dynamic]
磨刀,Activity,1,0,[+Durative],[+Dynamic]
磨斧子,Activity,1,0,[+Durative],[+Dynamic]
磨粮,Activity,1,0,[+Durative],[+Dynamic]
磨面,Activity,0,1,[+Durative],[+Dynamic]
抹脸,Activity,1,0,[+Durative],[+Dynamic]
抹墙壁上的洼点,Activity,1,0,[+Durative],[+Dynamic]
抹眼泪,Activity,2,1,[+Durative],[+Dynamic]
拿爱字来粉饰太平,Activity,1,0,[+Durative],[+Dynamic]
拿工资,Activity,1,0,[+Durative],[+Dynamic]
拿药,Activity,0,1,[+Durative],[+Dynamic]
拿自家的东西,Activity,1,0,[+Durative],[+Dynamic]
闹,Activity,4,1,[+Durative],[+Dynamic]
闹暴发火眼,Activity,1,0,[+Durative],[+Dynamic]
闹别扭,Activity,1,0,[+Durative],[+Dynamic]
闹辞职,Activity,1,0,[+Durative],[+Dynamic]
闹党争,Activity,2,0,[+Durative],[+Dynamic]
闹房,Activity,1,0,[+Durative],[+Dynamic]
闹革命,Activity,2,0,[+Durative],[+Dynamic]
闹鬼,Activity,1,0,[+Durative],[+Dynamic]
闹离婚,Activity,1,0,[+Durative],[+Dynamic]
闹男女同学,Activity,1,0,[+Durative],[+Dynamic]
闹穷,Activity,0,1,[+Durative],[+Dynamic]
闹三角恋爱,Activity,1,0,[+Durative],[+Dynamic]
闹伤风,Activity,0,1,[+Durative],[+Dynamic]
闹伤寒,Activity,0,1,[+Durative],[+Dynamic]
闹什么急性传染病,Activity,1,0,[+Durative],[+Dynamic]
闹什么情绪,Activity,0,1,[+Durative],[+Dynamic]
闹事,Activity,1,0,[+Durative],[+Dynamic]
闹思想,Activity,1,0,[+Durative],[+Dynamic]
闹腾,Activity,1,0,[+Durative],[+Dynamic]
闹笑话,Activity,1,0,[+Durative],[+Dynamic]
闹意见,Activity,1,0,[+Durative],[+Dynamic]
念别人的诗,Activity,1,0,[+Durative],[+Dynamic]
念大学,Activity,0,2,[+Durative],[+Dynamic]
念叨,Activity,2,0,[+Durative],[+Dynamic]
念叨你,Activity,1,0,[+Durative],[+Dynamic]
念佛,Activity,1,0,[+Durative],[+Dynamic]
念候选名单,Activity,1,0,[+Durative],[+Dynamic]
念经,Activity,0,1,[+Durative],[+Dynamic]
念经祈福,Activity,1,0,[+Durative],[+Dynamic]
念你,Activity,1,0,[+Durative],[+Dynamic]
念你们,Activity,1,0,[+Durative],[+Dynamic]
念诗,Activity,1,0,[+Durative],[+Dynamic]
念书,Activity,2,0,[+Durative],[+Dynamic]
念他写来的信,Activity,1,0,[+Durative],[+Dynamic]
念台湾艺术大学,Activity,1,0,[+Durative],[+Dynamic]
念中学二年级,Activity,0,1,[+Durative],[+Dynamic]
捏一把汗,Activity,1,0,[+Durative],[+Dynamic]
拧身上水溜,Activity,0,1,[+Durative],[+Dynamic]
扭屁股,Activity,1,0,[+Durative],[+Dynamic]
扭它,Activity,1,0,[+Durative],[+Dynamic]
扭秧歌,Activity,1,0,[+Durative],[+Dynamic]
弄,Activity,1,0,[+Durative],[+Dynamic]
弄菜,Activity,1,0,[+Durative],[+Dynamic]
弄坏自己的眼睛,Transition,1,0,[+Durative],[+Dynamic]
弄门闩,Activity,1,0,[+Durative],[+Dynamic]
弄女人,Activity,1,0,[+Durative],[+Dynamic]
弄什么玄虚,Activity,1,0,[+Durative],[+Dynamic]
弄什么艺术的制作,Activity,1,0,[+Durative],[+Dynamic]
弄甚么把戏,Activity,1,0,[+Durative],[+Dynamic]
弄药,Activity,1,0,[+Durative],[+Dynamic]
弄衣角,Activity,1,0,[+Durative],[+Dynamic]
弄照相机谈话,Activity,9,7,[+Durative],[+Dynamic]
努力,Activity,18,14,[+Durative],[+Dynamic]
努力把筹备工作做得更加完善,Activity,0,1,[+Durative],[+Dynamic]
努力保证政策的连续性,Activity,1,0,[+Durative],[+Dynamic]
努力涤磨以前苦痛的伤痕,Activity,0,1,[+Durative],[+Dynamic]
努力发展,Activity,1,0,[+Durative],[+Dynamic]
努力奋斗,Activity,0,1,[+Durative],[+Dynamic]
努力改善治安环境,Activity,1,0,[+Durative],[+Dynamic]
努力告别简单,Activity,0,1,[+Durative],[+Dynamic]
努力跟上步伐,Activity,1,0,[+Durative],[+Dynamic]
努力工作,Activity,1,0,[+Durative],[+Dynamic]
努力构建大数据产业生态圈,Activity,1,0,[+Durative],[+Dynamic]
努力恢复,Activity,0,1,[+Durative],[+Dynamic]
努力计划开辟环道,Activity,1,0,[+Durative],[+Dynamic]
努力建设我们自己的国家,Activity,1,0,[+Durative],[+Dynamic]
努力将农村工业化,Activity,1,0,[+Durative],[+Dynamic]
努力将现实主义的电影语言和观众审美需求相结合,Activity,1,0,[+Durative],[+Dynamic]
努力扩大巴格达条约成员国的数目,Activity,0,1,[+Durative],[+Dynamic]
努力劳动,Activity,0,1,[+Durative],[+Dynamic]
努力培植他,Activity,1,0,[+Durative],[+Dynamic]
努力取得一些东西,Activity,1,0,[+Durative],[+Dynamic]
努力生产,Activity,1,0,[+Durative],[+Dynamic]
努力实现大会的四大原则,Activity,1,0,[+Durative],[+Dynamic]
努力实现自己的“红薯梦”,Activity,0,1,[+Durative],[+Dynamic]
努力使台湾军事化,Activity,1,0,[+Durative],[+Dynamic]
努力试种别的植物,Activity,1,0,[+Durative],[+Dynamic]
努力提高企业的员工素质,Activity,1,0,[+Durative],[+Dynamic]
努力提高质量,Activity,1,0,[+Durative],[+Dynamic]
努力完成他们的历史任务,Activity,1,0,[+Durative],[+Dynamic]
努力往那方面学习,Activity,0,1,[+Durative],[+Dynamic]
努力为农民作事业,Activity,1,0,[+Durative],[+Dynamic]
努力稳住运价,Activity,1,0,[+Durative],[+Dynamic]
努力学习扮演“父亲”的角色,Activity,1,0,[+Durative],[+Dynamic]
努力寻求新的业务模式,Activity,1,0,[+Durative],[+Dynamic]
努力用造成新的战争恐怖的方法争取尽量推迟其国内经济危机之到来,Activity,1,0,[+Durative],[+Dynamic]
努力增加生产以实际行动推进争取协商和普选的斗争,Activity,1,0,[+Durative],[+Dynamic]
努力争取恢复关贸总协定缔约国地位,Activity,1,0,[+Durative],[+Dynamic]
努力争取基层党员投赞成票,Activity,0,1,[+Durative],[+Dynamic]
努力争取提早完成上半年生产万部双轮双铧犁的任务,Activity,0,1,[+Durative],[+Dynamic]
努力争取亚洲和世界和平,Activity,1,0,[+Durative],[+Dynamic]
努力准备,Activity,1,0,[+Durative],[+Dynamic]
爬,Activity,2,4,[+Durative],[+Dynamic]
爬坡,Activity,0,1,[+Durative],[+Dynamic]
爬山,Activity,0,1,[+Durative],[+Dynamic]
活的个什么,State,1,0,[+Durative],[-Dynamic]
活个什么劲,State,1,0,[+Durative],[-Dynamic]
坚持,State,1,0,[+Durative],[-Dynamic]
坚持斗争,State,2,0,[+Durative],[-Dynamic]
拍,Activity,2,0,[+Durative],[+Dynamic]
拍海滩夕照,Activity,1,0,[+Durative],[+Dynamic]
拍哪些新片子,Activity,0,1,[+Durative],[+Dynamic]
拍什么,Activity,1,0,[+Durative],[+Dynamic]
拍王秉钧底左肩,Activity,1,0,[+Durative],[+Dynamic]
拍一个大烟囱,Activity,1,0,[+Durative],[+Dynamic]
拍照,Activity,1,0,[+Durative],[+Dynamic]
拍自己内心的东西,Activity,1,0,[+Durative],[+Dynamic]
排,Activity,1,0,[+Durative],[+Dynamic]
排除,Transition,0,2,[-Durative],[+Dynamic]
排队,Activity,2,2,[+Durative],[+Dynamic]
排队等理发,Activity,1,0,[+Durative],[+Dynamic]
排练,Activity,2,1,[+Durative],[+Dynamic]
排练节目,Activity,1,0,[+Durative],[+Dynamic]
排练为访华准备的节目,Activity,0,1,[+Durative],[+Dynamic]
排水,Activity,0,1,[+Durative],[+Dynamic]
徘徊,Activity,2,0,[+Durative],[+Dynamic]
派遣几百名后备军人到近东去,Transition,1,0,[-Durative],[+Dynamic]
派人去参战,Transition,0,1,[-Durative],[+Dynamic]
盘算,Activity,5,3,[+Durative],[+Dynamic]
盘算全市有多少米面铺,Activity,1,0,[+Durative],[+Dynamic]
盘算如何攫取个人私利,Activity,1,0,[+Durative],[+Dynamic]
盘算他自己的那件重大事情,Activity,1,0,[+Durative],[+Dynamic]
盘算她婆家的地了,Activity,1,0,[+Durative],[+Dynamic]
盘算未来的奖赏,Activity,1,0,[+Durative],[+Dynamic]
盘算要卖我们的房子,Activity,1,0,[+Durative],[+Dynamic]
盘问,Activity,1,0,[+Durative],[+Dynamic]
坚持工作,State,1,0,[+Durative],[-Dynamic]
坚持马克思列宁主义的革命原则,State,1,0,[+Durative],[-Dynamic]
坚持我的原则,State,1,0,[+Durative],[-Dynamic]
坚持长跑,State,1,0,[+Durative],[-Dynamic]
接近,State,2,1,[+Durative],[-Dynamic]
接近两万米高度,State,0,1,[+Durative],[-Dynamic]
接近三万米,State,0,1,[+Durative],[-Dynamic]
抛篮球,Activity,1,0,[+Durative],[+Dynamic]
抛锚,Activity,0,1,[+Durative],[+Dynamic]
抛弃电视广告这种较难测量效果的营销方式,Transition,1,0,[-Durative],[+Dynamic]
抛球,Activity,1,0,[+Durative],[+Dynamic]
抛心力,Activity,1,0,[+Durative],[+Dynamic]
跑,Activity,17,2,[+Durative],[+Dynamic]
跑步,Activity,0,1,[+Durative],[+Dynamic]
跑上台阶,Transition,0,1,[+Durative],[+Dynamic]
跑运销,Activity,0,1,[+Durative],[+Dynamic]
泡茶,Activity,1,1,[+Durative],[+Dynamic]
泡方便面,Activity,0,1,[+Durative],[+Dynamic]
陪伴,Activity,1,0,[+Durative],[+Dynamic]
陪柳春江一块儿吃酒,Activity,2,0,[+Durative],[+Dynamic]
陪什么人吃饭喝酒,Activity,0,1,[+Durative],[+Dynamic]
陪苇弟坐,Activity,1,0,[+Durative],[+Dynamic]
陪资产阶级的子弟开开心,Activity,1,0,[+Durative],[+Dynamic]
培训银行和外贸方面的干部,Activity,0,1,[+Durative],[+Dynamic]
培养刚勇的气质,Activity,0,1,[+Durative],[+Dynamic]
培养和训练近两千名技术工人,Activity,0,1,[+Durative],[+Dynamic]
培养精神贵族,Activity,1,0,[+Durative],[+Dynamic]
培养数以千计的年青干部,Activity,0,1,[+Durative],[+Dynamic]
培养他,Activity,0,1,[+Durative],[+Dynamic]
培养我,Activity,1,1,[+Durative],[+Dynamic]
培养幸福的花果,Activity,1,0,[+Durative],[+Dynamic]
配合你,Activity,1,0,[+Durative],[+Dynamic]
蓬勃发展,Activity,0,1,[+Durative],[+Dynamic]
膨胀,Activity,3,0,[+Durative],[+Dynamic]
捧程再春,Activity,1,0,[+Durative],[+Dynamic]
碰杯,Activity,0,1,[+Durative],[+Dynamic]
批判错误的东西,Activity,1,0,[+Durative],[+Dynamic]
批判西方文化,Activity,0,1,[+Durative],[+Dynamic]
批评李老汉,Activity,1,0,[+Durative],[+Dynamic]
批评你这样那样,Activity,0,1,[+Durative],[+Dynamic]
批评您只喜欢两种电影,Activity,1,0,[+Durative],[+Dynamic]
批评他,Activity,1,0,[+Durative],[+Dynamic]
批评我,Activity,1,0,[+Durative],[+Dynamic]
批评我只喜欢两种电影,Activity,1,0,[+Durative],[+Dynamic]
批评杨重,Activity,0,1,[+Durative],[+Dynamic]
批尤清,Activity,0,1,[+Durative],[+Dynamic]
骗你,Activity,1,0,[+Durative],[+Dynamic]
骗人,Activity,6,1,[+Durative],[+Dynamic]
骗他,Activity,1,0,[+Durative],[+Dynamic]
骗她,Activity,2,0,[+Durative],[+Dynamic]
骗我,Activity,2,0,[+Durative],[+Dynamic]
骗我们,Activity,1,0,[+Durative],[+Dynamic]
飘,Activity,2,0,[+Durative],[+Dynamic]
飘荡,Activity,3,0,[+Durative],[+Dynamic]
飘扬,Activity,2,0,[+Durative],[+Dynamic]
评论,Activity,2,0,[+Durative],[+Dynamic]
破坏,Transition,1,1,[+Durative],[+Dynamic]
破坏阿拉伯各国人民的团结,Transition,1,0,[+Durative],[+Dynamic]
破坏阿拉伯团结,Transition,1,0,[+Durative],[+Dynamic]
破坏旧的,Transition,1,0,[+Durative],[+Dynamic]
破坏尼加拉瓜选举,Transition,1,0,[+Durative],[+Dynamic]
破坏你们的爱情,Transition,0,1,[+Durative],[+Dynamic]
破坏日内瓦会议规定的任务的执行,Transition,0,1,[+Durative],[+Dynamic]
破坏它,Transition,1,0,[+Durative],[+Dynamic]
破坏停火和制造边境紧张局势,Transition,2,0,[+Durative],[+Dynamic]
破坏我们的社会主义事业,Transition,0,1,[+Durative],[+Dynamic]
破坏武器,Transition,1,0,[+Durative],[+Dynamic]
破坏这一地区的稳定,Transition,0,1,[+Durative],[+Dynamic]
扑火,Activity,1,1,[+Durative],[+Dynamic]
扑灭已经发生的近东战火,Transition,0,1,[+Durative],[+Dynamic]
铺床,Activity,1,1,[+Durative],[+Dynamic]
铺平道路,Transition,1,0,[+Durative],[+Dynamic]
期待,Activity,2,0,[+Durative],[+Dynamic]
期待诺贝尔奖生理及医学奖获得者内尔教授与中国博士生亲切交谈,Activity,1,0,[+Durative],[+Dynamic]
期盼,Activity,1,0,[+Durative],[+Dynamic]
期盼他的电话,Activity,1,0,[+Durative],[+Dynamic]
期盼这次大会,Activity,1,0,[+Durative],[+Dynamic]
欺骗他,Activity,1,0,[+Durative],[+Dynamic]
欺骗她,Activity,1,0,[+Durative],[+Dynamic]
欺骗自己,Activity,2,0,[+Durative],[+Dynamic]
奇怪,State,1,6,[+Durative],[-Dynamic]
祈祷,Activity,7,0,[+Durative],[+Dynamic]
祈祷和平,Activity,1,0,[+Durative],[+Dynamic]
祈祷什么,Activity,1,0,[+Durative],[+Dynamic]
骑公共自行车,Activity,1,0,[+Durative],[+Dynamic]
骑马,Activity,1,0,[+Durative],[+Dynamic]
接近这个辉煌,State,0,1,[+Durative],[-Dynamic]
禁止他用任何动作来打搅这一幅静美的图画,State,1,0,[+Durative],[-Dynamic]
困扰,State,2,0,[+Durative],[-Dynamic]
困扰国家图书馆,State,1,0,[+Durative],[-Dynamic]
留恋刚刚走出的梦境,State,1,0,[+Durative],[-Dynamic]
流行,State,2,2,[+Durative],[-Dynamic]
流行什么,State,1,0,[+Durative],[-Dynamic]
启发她们,Activity,1,0,[+Durative],[+Dynamic]
起变化,Activity,0,2,[+Durative],[+Dynamic]
起古巴人的作用,Activity,0,1,[+Durative],[+Dynamic]
起糊涂心事,Activity,1,0,[+Durative],[+Dynamic]
起火,Activity,1,1,[+Durative],[+Dynamic]
起货,Activity,0,1,[+Durative],[+Dynamic]
起来,Transition,0,1,[-Durative],[+Dynamic]
起来斗争,Transition,0,1,[-Durative],[+Dynamic]
起破坏作用,Activity,1,0,[+Durative],[+Dynamic]
起网,Activity,0,1,[+Durative],[+Dynamic]
起雾,Activity,1,0,[+Durative],[+Dynamic]
起效,Activity,0,1,[+Durative],[+Dynamic]
起作用,Activity,11,0,[+Durative],[+Dynamic]
气他什么,Activity,1,0,[+Durative],[+Dynamic]
气通讯员,Activity,1,0,[+Durative],[+Dynamic]
牵出战马,Transition,0,1,[+Durative],[+Dynamic]
前进,Activity,74,14,[+Durative],[+Dynamic]
前进并向前看,Activity,1,0,[+Durative],[+Dynamic]
强迫约旦加入侵略性的巴格达条约,Activity,1,0,[+Durative],[+Dynamic]
抢,Activity,1,0,[+Durative],[+Dynamic]
抢时间,Activity,1,0,[+Durative],[+Dynamic]
抢他们口里的一根骨头,Activity,1,0,[+Durative],[+Dynamic]
敲,Activity,5,0,[+Durative],[+Dynamic]
敲打“核威慑”的破锣,Activity,1,0,[+Durative],[+Dynamic]
敲击他的头,Activity,1,0,[+Durative],[+Dynamic]
敲门,Activity,5,0,[+Durative],[+Dynamic]
敲门叫,Activity,1,0,[+Durative],[+Dynamic]
敲门问,Activity,0,2,[+Durative],[+Dynamic]
敲他的门,Activity,1,0,[+Durative],[+Dynamic]
敲他底房门,Activity,1,0,[+Durative],[+Dynamic]
敲她的窗子,Activity,1,0,[+Durative],[+Dynamic]
切煎蛋,Activity,0,1,[+Durative],[+Dynamic]
切面,Activity,0,1,[+Durative],[+Dynamic]
切猪草,Activity,1,0,[+Durative],[+Dynamic]
清理,Activity,0,2,[+Durative],[+Dynamic]
清理河道内的淤泥和从上游冲下来的树木,Activity,0,2,[+Durative],[+Dynamic]
清理火区余火,Activity,0,1,[+Durative],[+Dynamic]
清理书桌,Activity,0,2,[+Durative],[+Dynamic]
清理物件,Activity,1,0,[+Durative],[+Dynamic]
清理现场,Activity,0,1,[+Durative],[+Dynamic]
清理泄出的黄色培养液,Activity,0,1,[+Durative],[+Dynamic]
清理帐目,Activity,0,1,[+Durative],[+Dynamic]
清醒过来,Transition,0,1,[+Durative],[+Dynamic]
请教毛主席,Activity,1,0,[+Durative],[+Dynamic]
请教王琦瑶做大衣,Activity,1,0,[+Durative],[+Dynamic]
请教掌握充填电话时需要注意的事情,Activity,0,1,[+Durative],[+Dynamic]
请客,Activity,1,0,[+Durative],[+Dynamic]
请求补充枪支子弹,Activity,0,1,[+Durative],[+Dynamic]
庆祝,Activity,2,0,[+Durative],[+Dynamic]
庆祝“五一”国际劳动节,Activity,1,0,[+Durative],[+Dynamic]
庆祝胜利,Activity,0,1,[+Durative],[+Dynamic]
求进步,Activity,3,0,[+Durative],[+Dynamic]
求救,Activity,1,1,[+Durative],[+Dynamic]
求情,Activity,1,0,[+Durative],[+Dynamic]
求饶,Activity,1,0,[+Durative],[+Dynamic]
求他不要往下说,Activity,1,0,[+Durative],[+Dynamic]
求他什么事,Activity,1,0,[+Durative],[+Dynamic]
求他允许给趁这便船,Activity,1,0,[+Durative],[+Dynamic]
求她底宽恕,Activity,1,0,[+Durative],[+Dynamic]
求学,Activity,2,0,[+Durative],[+Dynamic]
求援,Activity,2,0,[+Durative],[+Dynamic]
驱逐别人,Transition,1,0,[-Durative],[+Dynamic]
驱逐难忍的瞌睡,Transition,1,0,[-Durative],[+Dynamic]
取出,Transition,0,1,[+Durative],[+Dynamic]
取得进展,Transition,0,1,[-Durative],[+Dynamic]
取得巨大的成就,Transition,0,1,[-Durative],[+Dynamic]
取得决定性的胜利,Transition,0,1,[-Durative],[+Dynamic]
取得联系,Transition,0,1,[-Durative],[+Dynamic]
取得令人瞩目的进展,Transition,0,1,[-Durative],[+Dynamic]
取得全国胜利,Transition,0,1,[-Durative],[+Dynamic]
取得实质性进展,Transition,0,2,[-Durative],[+Dynamic]
取得新的胜利,Transition,1,0,[-Durative],[+Dynamic]
取水,Activity,1,0,[+Durative],[+Dynamic]
去,Transition,1,0,[-Durative],[+Dynamic]
流行这首歌,State,1,0,[+Durative],[-Dynamic]
全体动员进行紧张的支前工作,Activity,0,1,[+Durative],[+Dynamic]
劝,Activity,1,0,[+Durative],[+Dynamic]
劝解,Activity,1,0,[+Durative],[+Dynamic]
劝开田,Activity,1,0,[+Durative],[+Dynamic]
劝说白莉苹什么,Activity,1,0,[+Durative],[+Dynamic]
劝说大家,Activity,1,0,[+Durative],[+Dynamic]
劝他,Activity,1,0,[+Durative],[+Dynamic]
劝他不要老是想反攻大陆,Activity,1,0,[+Durative],[+Dynamic]
劝他不要闹,Activity,1,0,[+Durative],[+Dynamic]
劝他们,Activity,0,1,[+Durative],[+Dynamic]
燃烧,Activity,40,9,[+Durative],[+Dynamic]
让菜,Activity,1,0,[+Durative],[+Dynamic]
绕圈子,Activity,1,0,[+Durative],[+Dynamic]
迷惑我们,State,1,0,[+Durative],[-Dynamic]
人吃人,Activity,1,0,[+Durative],[+Dynamic]
忍受残酷的刑罚,Activity,1,0,[+Durative],[+Dynamic]
忍受极大的痛楚,Activity,1,0,[+Durative],[+Dynamic]
忍受落在脸上身上的视线,Activity,1,0,[+Durative],[+Dynamic]
忍受那感情的鞭打,Activity,1,0,[+Durative],[+Dynamic]
忍受身体内部突然袭来的不适,Activity,1,0,[+Durative],[+Dynamic]
忍受一种锋利的刺痛,Activity,1,0,[+Durative],[+Dynamic]
认那位苏文纨,Activity,1,0,[+Durative],[+Dynamic]
认识到毛泽东的新民主主义及中国共产党和中国人民解放军扶助少数民族的政策乃是西藏人民的救星,Transition,0,1,[+Durative],[+Dynamic]
迷路,State,3,0,[+Durative],[-Dynamic]
扔炸弹,Activity,1,0,[+Durative],[+Dynamic]
扔砖头,Activity,1,0,[+Durative],[+Dynamic]
容忍,Activity,1,0,[+Durative],[+Dynamic]
融入人们的生产生活,Transition,0,1,[+Durative],[+Dynamic]
揉她,Activity,1,0,[+Durative],[+Dynamic]
揉眼睛,Activity,3,0,[+Durative],[+Dynamic]
入圈,Transition,0,1,[-Durative],[+Dynamic]
入睡,Transition,1,0,[-Durative],[+Dynamic]
撒粪,Activity,0,1,[+Durative],[+Dynamic]
撒花瓣和大米,Activity,1,0,[+Durative],[+Dynamic]
撒谎,Activity,12,0,[+Durative],[+Dynamic]
撒气,Activity,1,0,[+Durative],[+Dynamic]
洒水,Activity,1,0,[+Durative],[+Dynamic]
洒水和清扫路上的积物,Activity,1,0,[+Durative],[+Dynamic]
塞进一个猫脸的人的嘴里去,Transition,0,1,[+Durative],[+Dynamic]
散步,Activity,3,1,[+Durative],[+Dynamic]
散开,Transition,1,3,[+Durative],[+Dynamic]
散问题,Activity,0,1,[+Durative],[+Dynamic]
丧失,Transition,0,3,[+Durative],[+Dynamic]
丧失威信,Transition,0,1,[+Durative],[+Dynamic]
扫地,Activity,1,2,[+Durative],[+Dynamic]
扫描出来,Transition,0,1,[+Durative],[+Dynamic]
扫去,Transition,0,1,[+Durative],[+Dynamic]
扫雪,Activity,0,1,[+Durative],[+Dynamic]
杀人,Activity,4,0,[+Durative],[+Dynamic]
晒麦,Activity,1,0,[+Durative],[+Dynamic]
晒太阳,Activity,2,0,[+Durative],[+Dynamic]
晒阳光,Activity,1,0,[+Durative],[+Dynamic]
闪,Activity,1,0,[+Durative],[+Dynamic]
闪光,Activity,5,0,[+Durative],[+Dynamic]
闪亮,Activity,1,0,[+Durative],[+Dynamic]
闪烁,Activity,6,0,[+Durative],[+Dynamic]
扇他的嘴巴,Activity,0,1,[+Durative],[+Dynamic]
